Any,data,hora,grupHora,tipusDia,grupDiaLab,via,pk,nomMunicipi,nomComarca,nomProvincia,zona,D_SUBZONA,D_CLIMATOLOGIA,D_BOIRA,D_VENT,D_LLUMINOSITAT,D_SUPERFICIE,D_CARACT_ENTORN,D_CIRCULACIO_MESURES_ESP,C_VELOCITAT_VIA,D_LIMIT_VELOCITAT,D_TIPUS_VIA,D_SUBTIPUS_TRAM,D_TRACAT_ALTIMETRIC,D_SENTITS_VIA,D_INTER_SECCIO,D_REGULACIO_PRIORITAT,D_TITULARITAT_VIA,D_CARRIL_ESPECIAL,D_FUNC_ESP_VIA,D_GRAVETAT
2017,13/05/2017,11.25,Matí,dis,CapDeSetmana,AP-7,"47,8",Vilademuls,Pla de l'Estany,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Mixt,No n'hi ha,100.0,Genérica via,Carretera convencional,Intersecció en T o Y,Pla,Un sol sentit,En secció,Sols norma prioritat de pas,Altres,No n'hi ha,Sense funció especial,Accident greu
2017,06/12/2017,6.02,Matí,dill-dij,Feiners,AP-7,"64,8",Vilablareix,Gironès,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Sense Especificar,No n'hi ha,999.0,Genérica via,Carretera convencional,Giratòria,Sense especificar,Doble sentit,En secció,Sols marques viàries (inclou pas vianants),Altres,No n'hi ha,Sense funció especial,Accident mortal
2017,30/07/2017,7.31,Matí,dg,CapDeSetmana,AP-7,"288,5",Vandellòs i l'Hospitalet de l'Infant,Baix Camp,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Sols norma prioritat de pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2017,25/08/2017,17.46,Tarda,div,CapDeSetmana,AP-7,"39,5",Bàscara,Alt Empordà,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,Accident trànsit anterior,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Un sol sentit,En secció,Sols norma prioritat de pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2017,06/12/2017,14.25,Tarda,dill-dij,Feiners,AP-7,"138,5",Parets del Vallès,Vallès Oriental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Desmunt,No n'hi ha,40.0,Senyal velocitat,Carretera convencional,Enllaç d'entrada o eixida,Rampa o pendent,Un sol sentit,Arribant o eixint intersecció fins 50m,Sols marques viàries (inclou pas vianants),Estatal,No n'hi ha,Sense funció especial,Accident greu
2017,06/10/2017,8.22,Matí,div,Feiners,AP-7,"171,5",Martorell,Baix Llobregat,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,100.0,Senyal velocitat,Carretera convencional,Enllaç d'entrada o eixida,Pla,Un sol sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2017,22/08/2017,13.33,Matí,dill-dij,Feiners,AP-7,167,Castellbisbal,Vallès Occidental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Semàfor,Estatal,No n'hi ha,Sense funció especial,Accident greu
2017,03/11/2017,14.33,Tarda,div,Feiners,AP-7,"144,6",Santa Perpètua de Mogoda,Vallès Occidental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Sense Especificar,No n'hi ha,100.0,Genérica via,Carretera convencional,Giratòria,Pla,Doble sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident mortal
2017,03/01/2017,5.58,Nit,dill-dij,Feiners,AP-7,"250,5",Constantí,Tarragonès,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, sense llum artificial",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Un sol sentit,En secció,Semàfor,Estatal,No n'hi ha,Sense funció especial,Accident greu
2017,14/05/2017,21.0,Tarda,dg,CapDeSetmana,AP-7,"82,2",Sils,Selva,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau",Alba o capvespre,Sec i net,Mixt,No n'hi ha,100.0,Genérica via,Carretera convencional,Intersecció en T o Y,Pla,Un sol sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2017,22/01/2017,23.16,Nit,dg,CapDeSetmana,AP-7,7,Agullana,Alt Empordà,Girona,Carretera,Carretera,Pluja forta,No n'hi ha,Vent moderat,"De nit, sense llum artificial",Sec i net,Mixt,No n'hi ha,100.0,Genérica via,Carretera convencional,Intersecció en T o Y,Pla,Un sol sentit,En secció,Semàfor,Estatal,No n'hi ha,Sense funció especial,Accident mortal
2017,27/10/2017,5.47,Nit,div,Feiners,AP-7,"132,8",Montornès del Vallès,Vallès Oriental,Barcelona,Carretera,Carretera,Bon temps,Si,"Calma, vent molt suau","De nit, il·luminació artificial suficient",Sec i net,Desmunt,No n'hi ha,100.0,Genérica via,Carretera convencional,Intersecció en T o Y,Rampa o pendent,Un sol sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2017,26/10/2017,17.27,Tarda,dill-dij,Feiners,AP-7,"152,1",Cerdanyola del Vallès,Vallès Occidental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Mixt,No n'hi ha,100.0,Genérica via,Carretera convencional,Intersecció en T o Y,Pla,Un sol sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2017,13/10/2017,7.05,Matí,div,Feiners,AP-7,"45,2",Vilademuls,Pla de l'Estany,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, sense llum artificial",Sec i net,Terraplé,No n'hi ha,100.0,Genérica via,Carretera convencional,Enllaç d'entrada o eixida,Pla,Doble sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2017,11/04/2017,13.38,Matí,dill-dij,Feiners,AP-7,"23,1",Figueres,Alt Empordà,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Relliscós,Mixt,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Un sol sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2017,31/07/2017,1.57,Nit,dill-dij,Feiners,AP-7,"104,2",Sant Celoni,Vallès Oriental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Sense Especificar,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident mortal
2017,20/12/2017,13.45,Matí,dill-dij,Feiners,AP-7,"143,2",Santa Perpètua de Mogoda,Vallès Occidental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Enllaç d'entrada o eixida,Pla,Un sol sentit,Dintre intersecció,Sols marques viàries (inclou pas vianants),Estatal,Altres,Sense funció especial,Accident greu
2017,09/01/2017,20.07,Tarda,dill-dij,Feiners,AP-7,"136,8",Parets del Vallès,Vallès Oriental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, il·luminació artificial suficient",Sec i net,A nivell,No n'hi ha,100.0,Senyal velocitat,Carretera convencional,Enllaç d'entrada o eixida,Pla,Un sol sentit,Dintre intersecció,Sols marques viàries (inclou pas vianants),Autonòmica,No n'hi ha,Sense funció especial,Accident greu
2017,09/04/2017,7.29,Matí,dg,CapDeSetmana,AP-7,"234,8","Riera de Gaià, la",Tarragonès,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau",Alba o capvespre,Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Enllaç d'entrada o eixida,Pla,Un sol sentit,En secció,Sols norma prioritat de pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2017,17/05/2017,2.38,Nit,dill-dij,Feiners,AP-7,157,Sant Cugat del Vallès,Vallès Occidental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Sense Especificar,No n'hi ha,100.0,Genérica via,Carretera convencional,Intersecció en T o Y,Pla,Un sol sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident mortal
2017,22/02/2017,19.13,Tarda,dill-dij,Feiners,AP-7,"147,4",Barberà del Vallès,Vallès Occidental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, il·luminació artificial suficient",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Enllaç d'entrada o eixida,Pla,Doble sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2017,05/05/2017,0.31,Nit,div,Feiners,AP-7,"145,5",Santa Perpètua de Mogoda,Vallès Occidental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, il·luminació artificial insuficient",Sec i net,A nivell,Cons,60.0,Senyal velocitat,Carretera convencional,Intersecció en T o Y,Rampa o pendent,Un sol sentit,En secció,Senyal Stop o cedeix pas,Estatal,Carril lent,Sense funció especial,Accident greu
2018,11/09/2018,10.15,Matí,dill-dij,Feiners,AP-7,"109,5",Sant Celoni,Vallès Oriental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Mixt,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Un sol sentit,En secció,Sols marques viàries (inclou pas vianants),Estatal,No n'hi ha,Sense funció especial,Accident greu
2018,21/12/2018,1.59,Nit,div,Feiners,AP-7,202,Castellví de la Marca,Alt Penedès,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Sense Especificar,No n'hi ha,999.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Sense especificar,Doble sentit,En secció,Sols marques viàries (inclou pas vianants),Altres,No n'hi ha,Sense funció especial,Accident greu
2018,25/06/2018,8.15,Matí,dill-dij,Feiners,AP-7,"59,4",Sant Gregori,Gironès,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Un sol sentit,En secció,Sols marques viàries (inclou pas vianants),Estatal,No n'hi ha,Sense funció especial,Accident greu
2018,15/09/2018,12.12,Matí,dis,CapDeSetmana,AP-7,"103,5",Sant Celoni,Vallès Oriental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Mixt,No n'hi ha,100.0,Genérica via,Carretera convencional,Intersecció en T o Y,Pla,Un sol sentit,En secció,Sols norma prioritat de pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2018,04/07/2018,11.06,Matí,dill-dij,Feiners,AP-7,"146,5",Barberà del Vallès,Vallès Occidental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Sense Especificar,No n'hi ha,999.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Sense especificar,Doble sentit,En secció,Senyal Stop o cedeix pas,Altres,No n'hi ha,Sense funció especial,Accident greu
2018,04/08/2018,11.51,Matí,dis,CapDeSetmana,AP-7,57,Sarrià de Ter,Gironès,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Sense Especificar,No n'hi ha,999.0,Genérica via,Carretera convencional,Giratòria,Sense especificar,Doble sentit,En secció,Senyal Stop o cedeix pas,Altres,No n'hi ha,Sense funció especial,Accident greu
2018,24/03/2018,14.07,Tarda,dis,CapDeSetmana,AP-7,174,Castellví de Rosanes,Baix Llobregat,Barcelona,Carretera,Carretera,Pluja dèbil,No n'hi ha,"Calma, vent molt suau","De dia, dia fosc",Sec i net,Terraplé,No n'hi ha,60.0,Senyal velocitat,Carretera convencional,Encreuament o intersecció en X o +,Rampa o pendent,Doble sentit,En secció,Altres,Estatal,No n'hi ha,Sense funció especial,Accident mortal
2018,01/12/2018,12.25,Matí,dis,CapDeSetmana,AP-7,"234,5","Riera de Gaià, la",Tarragonès,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Desmunt,No n'hi ha,100.0,Genérica via,Carretera convencional,Intersecció en T o Y,Pla,Un sol sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2018,05/03/2018,6.44,Matí,dill-dij,Feiners,AP-7,152,Cerdanyola del Vallès,Vallès Occidental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Sense Especificar,No n'hi ha,999.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Sense especificar,Un sol sentit,En secció,Senyal Stop o cedeix pas,Altres,No n'hi ha,Sense funció especial,Accident greu
2018,24/04/2018,17.49,Tarda,dill-dij,Feiners,AP-7,199,Vilafranca del Penedès,Alt Penedès,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Desmunt,No n'hi ha,100.0,Genérica via,Carretera convencional,Enllaç d'entrada o eixida,Pla,Un sol sentit,Arribant o eixint intersecció fins 50m,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2018,14/05/2018,18.22,Tarda,dill-dij,Feiners,AP-7,"172,8",Castellví de Rosanes,Baix Llobregat,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,Vent moderat,"De dia, dia clar",Sec i net,A nivell,No n'hi ha,120.0,Senyal velocitat,Carretera convencional,Enllaç d'entrada o eixida,Pla,Doble sentit,En secció,Sols marques viàries (inclou pas vianants),Estatal,No n'hi ha,Sense funció especial,Accident greu
2018,25/04/2018,13.02,Matí,dill-dij,Feiners,AP-7,171,Martorell,Baix Llobregat,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Desmunt,No n'hi ha,80.0,Senyal velocitat,Carretera convencional,Intersecció en T o Y,Pla,Doble sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2018,13/09/2018,19.4,Tarda,dill-dij,Feiners,AP-7,"159,5",Sant Cugat del Vallès,Vallès Occidental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Terraplé,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Un sol sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2018,27/07/2018,21.35,Tarda,div,CapDeSetmana,AP-7,64,Vilablareix,Gironès,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, sense llum artificial",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Giratòria,Pla,Doble sentit,En secció,Sols norma prioritat de pas,Estatal,No n'hi ha,Sense funció especial,Accident mortal
2018,28/01/2018,7.24,Matí,dg,CapDeSetmana,AP-7,"342,6",Ulldecona,Montsià,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau",Alba o capvespre,Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident mortal
2018,15/01/2018,1.14,Nit,dill-dij,Feiners,AP-7,"12,6",Capmany,Alt Empordà,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Sense Especificar,No n'hi ha,999.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Sense especificar,Un sol sentit,En secció,Senyal Stop o cedeix pas,Altres,No n'hi ha,Sense funció especial,Accident greu
2018,02/01/2018,4.52,Nit,dill-dij,Feiners,AP-7,"162,9",Castellbisbal,Vallès Occidental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, il·luminació artificial suficient",Sec i net,Desmunt,No n'hi ha,100.0,Senyal velocitat,Carretera convencional,Intersecció en T o Y,Pla,Doble sentit,Arribant o eixint intersecció fins 50m,Sols marques viàries (inclou pas vianants),Estatal,No n'hi ha,Sense funció especial,Accident mortal
2018,01/03/2018,17.08,Tarda,dill-dij,Feiners,AP-7,"147,2",Barberà del Vallès,Vallès Occidental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia fosc",Sec i net,Desmunt,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Rampa o pendent,Doble sentit,En secció,Sols marques viàries (inclou pas vianants),Estatal,No n'hi ha,Sense funció especial,Accident greu
2018,09/08/2018,4.0,Nit,dill-dij,Feiners,AP-7,"334,3",Freginals,Montsià,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, sense llum artificial",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Un sol sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident mortal
2018,29/04/2018,23.49,Nit,dg,CapDeSetmana,AP-7,58,Sarrià de Ter,Gironès,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, sense llum artificial",Sec i net,Mixt,No n'hi ha,100.0,Genérica via,Carretera convencional,Giratòria,Pla,Un sol sentit,En secció,Semàfor,Autonòmica,No n'hi ha,Sense funció especial,Accident mortal
2018,30/09/2018,8.22,Matí,dg,CapDeSetmana,AP-7,24,Figueres,Alt Empordà,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,120.0,Senyal velocitat,Carretera convencional,Intersecció en T o Y,Pla,Un sol sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2018,20/07/2018,18.0,Tarda,div,CapDeSetmana,AP-7,"86,5",Maçanet de la Selva,Selva,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Mixt,No n'hi ha,100.0,Genérica via,Carretera convencional,Giratòria,Pla,Un sol sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2018,21/05/2018,16.5,Tarda,dill-dij,Feiners,AP-7,"142,5",Santa Perpètua de Mogoda,Vallès Occidental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,100.0,Senyal velocitat,Carretera convencional,Enllaç d'entrada o eixida,Rampa o pendent,Un sol sentit,Arribant o eixint intersecció fins 50m,Sols marques viàries (inclou pas vianants),Estatal,Carril d'alentiment,Sense funció especial,Accident greu
2018,24/10/2018,15.04,Tarda,dill-dij,Feiners,AP-7,56,Sant Julià de Ramis,Gironès,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Giratòria,Pla,Un sol sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2018,03/05/2018,15.27,Tarda,dill-dij,Feiners,AP-7,"92,2",Maçanet de la Selva,Selva,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,120.0,Senyal velocitat,Carretera convencional,Encreuament o intersecció en X o +,Rampa o pendent,Doble sentit,En secció,Sols norma prioritat de pas,Estatal,Altres,Sense funció especial,Accident greu
2018,25/01/2018,18.4,Tarda,dill-dij,Feiners,AP-7,"107,6",Sant Celoni,Vallès Oriental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, sense llum artificial",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Giratòria,Pla,Un sol sentit,En secció,Sols norma prioritat de pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2018,23/05/2018,14.34,Tarda,dill-dij,Feiners,AP-7,"146,5",Barberà del Vallès,Vallès Occidental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Desmunt,No n'hi ha,100.0,Genérica via,Carretera convencional,Intersecció en T o Y,Pla,Un sol sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2018,02/07/2018,18.28,Tarda,dill-dij,Feiners,AP-7,"1,2","Jonquera, la",Alt Empordà,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Desmunt,No n'hi ha,100.0,Senyal velocitat,Carretera convencional,Encreuament o intersecció en X o +,Rampa o pendent,Un sol sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident mortal
2018,15/12/2018,2.54,Nit,dis,CapDeSetmana,AP-7,"317,2","Aldea, l'",Baix Ebre,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, sense llum artificial",Sec i net,Terraplé,No n'hi ha,100.0,Genérica via,Carretera convencional,Intersecció en T o Y,Pla,Un sol sentit,En secció,Semàfor,Estatal,No n'hi ha,Sense funció especial,Accident mortal
2018,10/04/2018,13.13,Matí,dill-dij,Feiners,AP-7,"66,5",Aiguaviva,Gironès,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Sense Especificar,No n'hi ha,999.0,Genérica via,Carretera convencional,Intersecció en T o Y,Sense especificar,Un sol sentit,En secció,Senyal Stop o cedeix pas,Altres,No n'hi ha,Sense funció especial,Accident greu
2018,13/11/2018,8.34,Matí,dill-dij,Feiners,AP-7,"161,5","Papiol, el",Baix Llobregat,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Sense Especificar,No n'hi ha,999.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Sense especificar,Doble sentit,En secció,Senyal Stop o cedeix pas,Altres,No n'hi ha,Sense funció especial,Accident greu
2018,17/09/2018,19.54,Tarda,dill-dij,Feiners,AP-7,"114,5",Vallgorguina,Vallès Oriental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Sense Especificar,No n'hi ha,100.0,Genérica via,Carretera convencional,Giratòria,Pla,Doble sentit,En secció,Senyal Stop o cedeix pas,Autonòmica,No n'hi ha,Sense funció especial,Accident mortal
2018,24/09/2018,7.09,Matí,dill-dij,Feiners,AP-7,"250,5",Constantí,Tarragonès,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, il·luminació artificial insuficient",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Sols norma prioritat de pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2018,25/05/2018,12.22,Matí,div,Feiners,AP-7,"113,7",Vallgorguina,Vallès Oriental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,120.0,Senyal velocitat,Carretera convencional,Encreuament o intersecció en X o +,Pla,Un sol sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2018,18/09/2018,10.44,Matí,dill-dij,Feiners,AP-7,"28,5",Borrassà,Alt Empordà,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Un sol sentit,En secció,Senyal Stop o cedeix pas,Estatal,Carril acceleració,Sense funció especial,Accident greu
2018,19/12/2018,13.52,Matí,dill-dij,Feiners,AP-7,"146,2",Barberà del Vallès,Vallès Occidental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Sense Especificar,No n'hi ha,999.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Sense especificar,Doble sentit,En secció,Semàfor,Altres,No n'hi ha,Sense funció especial,Accident greu
2018,08/02/2018,13.37,Matí,dill-dij,Feiners,AP-7,"201,2",Santa Margarida i els Monjos,Alt Penedès,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Intersecció en T o Y,Pla,Un sol sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2018,31/07/2018,13.01,Matí,dill-dij,Feiners,AP-7,69,Aiguaviva,Gironès,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Sense Especificar,No n'hi ha,999.0,Genérica via,Carretera convencional,Intersecció en T o Y,Sense especificar,Un sol sentit,En secció,Sols marques viàries (inclou pas vianants),Altres,No n'hi ha,Sense funció especial,Accident greu
2018,07/01/2018,6.39,Matí,dg,CapDeSetmana,AP-7,178,Gelida,Alt Penedès,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, sense llum artificial",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Intersecció en T o Y,Pla,Un sol sentit,En secció,Sols norma prioritat de pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2018,03/12/2018,2.01,Nit,dill-dij,Feiners,AP-7,173,Castellví de Rosanes,Baix Llobregat,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, sense llum artificial",Sec i net,A nivell,Cons,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2019,23/11/2019,17.31,Tarda,dis,CapDeSetmana,AP-7,"135,5",Montmeló,Vallès Oriental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, sense llum artificial",Sec i net,Mixt,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
